SetID,Time of Application,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,First Payment Default,First Payment Default1,Time_Diff
704,2018-03-20T16:33:17Z,TX,4500,4500,R,36,60,Monthly,641.36,3/21/2018,3/30/2018,FALSE,0,9
1338,2018-02-26T13:08:42Z,TX,1.20E+04,6.00E+03,R,60,60,BiWeekly,641.5,2/26/2018,3/9/2018,FALSE,0,11
258,2018-04-03T13:16:40Z,CA,2.00E+03,1.00E+03,R,12,6,BiWeekly,117.65,4/3/2018,4/20/2018,FALSE,0,17
1348,2018-02-26T10:56:35Z,CA,3.00E+03,3.00E+03,R,36,60,Monthly,235.3,2/26/2018,3/9/2018,FALSE,0,11
407,2018-03-29T14:45:20Z,TX,4500,2250,R,36,53,BiMonthly,641.78,4/3/2018,4/16/2018,TRUE,1,13
1543,2018-02-16T05:20:56Z,CA,1980,990,R,30,15,BiMonthly,300,2/16/2018,3/2/2018,TRUE,1,14
1819,2018-02-08T12:01:00Z,CA,2200,1100,R,24,15,BiWeekly,300,2/8/2018,2/16/2018,FALSE,0,8
102,2018-04-07T13:18:54Z,CA,2200,1100,R,12,36,BiWeekly,300,4/7/2018,4/27/2018,FALSE,0,20
1006,2018-03-09T13:31:49Z,TX,2500,2500,R,12,6,Monthly,642.87,3/9/2018,3/30/2018,TRUE,1,21
1987,2018-01-31T17:06:00Z,TX,2.00E+03,2.00E+03,R,24,24,Monthly,515.28,1/31/2018,3/2/2018,FALSE,0,30
1981,2018-01-31T18:25:00Z,CA,7242,3621,O,19,15,BiWeekly,300,1/31/2018,2/16/2018,FALSE,0,16
1429,2018-02-22T10:15:41Z,TX,2.00E+03,2.00E+03,R,60,60,Monthly,644.24,2/22/2018,3/25/2018,FALSE,0,31
1334,2018-02-26T13:43:47Z,TX,4500,4500,O,108,6,Monthly,642.32,2/26/2018,3/15/2018,FALSE,0,17
1359,2018-02-25T15:49:58Z,CA,530,530,R,67,6,Monthly,176.47,2/25/2018,3/16/2018,FALSE,0,19
1681,2018-02-13T12:02:00Z,TX,8.00E+03,4.00E+03,R,60,60,BiWeekly,513.09,2/13/2018,2/23/2018,TRUE,1,10
663,2018-03-22T12:46:27Z,TX,1500,750,R,12,6,BiWeekly,641.09,3/22/2018,3/30/2018,TRUE,1,8
232,2018-04-04T09:18:53Z,TX,3500,3500,R,12,6,Monthly,641.23,4/4/2018,4/13/2018,TRUE,1,9
1682,2018-02-13T11:53:00Z,TX,3500,3500,R,38,26,Monthly,642.05,2/14/2018,2/28/2018,FALSE,0,14
206,2018-04-04T17:21:46Z,CA,3.00E+03,3.00E+03,R,48,12,Monthly,235.3,4/4/2018,4/30/2018,TRUE,1,26
788,2018-03-18T13:55:55Z,CA,9600,4800,R,212,206,BiWeekly,235.3,3/18/2018,4/6/2018,FALSE,0,19
1220,2018-03-01T12:10:37Z,CA,1350,1350,R,54,9,Monthly,235.3,3/1/2018,3/20/2018,FALSE,0,19
1805,2018-02-08T16:30:00Z,CA,11608,5804,R,12,36,BiMonthly,300,2/8/2018,2/16/2018,FALSE,0,8
1741,2018-02-12T12:22:00Z,TX,6.00E+03,3.00E+03,R,120,30,BiWeekly,513.2,2/12/2018,2/23/2018,FALSE,0,11
1450,2018-02-21T14:54:33Z,CA,9.00E+03,4500,R,24,6,BiWeekly,117.65,2/21/2018,3/9/2018,TRUE,1,16
1526,2018-02-17T21:07:30Z,CA,1828,914,R,13,36,BiWeekly,300,2/18/2018,2/26/2018,FALSE,0,8
1206,2018-03-01T16:02:33Z,TX,6.00E+03,6.00E+03,O,186,36,Monthly,643.83,3/1/2018,3/29/2018,TRUE,1,28
839,2018-03-15T17:21:28Z,TX,7.00E+03,3500,R,48,48,BiWeekly,642.05,3/15/2018,3/30/2018,TRUE,1,15
689,2018-03-21T12:08:23Z,TX,2500,2500,R,37,31,Monthly,641.78,3/21/2018,4/3/2018,FALSE,0,13
732,2018-03-19T21:38:55Z,CA,3500,3500,R,12,6,Monthly,117.65,3/20/2018,4/10/2018,FALSE,0,21
502,2018-03-27T10:40:21Z,CA,1500,1500,O,60,6,Monthly,117.65,3/27/2018,4/27/2018,FALSE,0,31
1928,2018-02-02T16:48:00Z,CA,7404,3702,R,51,36,BiWeekly,300,2/2/2018,2/23/2018,TRUE,1,21
1817,2018-02-08T12:57:00Z,CA,6500,6500,R,12,9,Monthly,235.3,2/8/2018,2/16/2018,FALSE,0,8
292,2018-04-02T17:45:56Z,CA,1556,1556,R,32,30,Monthly,300,4/2/2018,4/20/2018,TRUE,1,18
1707,2018-02-12T17:31:00Z,CA,1.00E+04,5.00E+03,R,36,6,BiWeekly,117.65,2/12/2018,2/23/2018,TRUE,1,11
1735,2018-02-12T14:00:00Z,TX,2600,1300,R,60,36,BiWeekly,449.05,2/12/2018,2/23/2018,FALSE,0,11
1968,2018-02-01T03:33:00Z,CA,7.00E+03,3500,R,28,30,BiWeekly,300,2/1/2018,2/9/2018,FALSE,0,8
449,2018-03-28T12:55:37Z,TX,3500,1750,R,24,30,BiWeekly,642.73,4/3/2018,4/17/2018,FALSE,0,14
309,2018-04-02T14:02:15Z,CA,3.00E+03,1500,R,60,36,BiWeekly,117.65,4/3/2018,4/17/2018,FALSE,0,14
60,2018-04-09T08:22:08Z,TX,2500,1250,R,24,12,BiWeekly,256.6,4/12/2018,4/20/2018,TRUE,1,8
15,2018-04-09T17:24:33Z,CA,3.00E+03,1500,R,24,60,BiWeekly,117.65,4/9/2018,4/20/2018,FALSE,0,11
917,2018-03-13T15:12:54Z,CA,766,383,R,24,15,BiWeekly,235.3,3/13/2018,3/23/2018,TRUE,1,10
1590,2018-02-15T09:49:35Z,CA,1945,1945,R,63,36,Monthly,117.65,2/15/2018,3/2/2018,FALSE,0,15
1229,2018-03-01T10:12:11Z,CA,4800,2400,R,99,152,BiWeekly,117.65,3/1/2018,3/9/2018,FALSE,0,8
1806,2018-02-08T15:52:00Z,CA,1136,568,R,24,36,BiMonthly,300,2/8/2018,2/23/2018,FALSE,0,15
21,2018-04-09T16:19:39Z,CA,4500,2250,O,72,6,BiWeekly,117.65,4/9/2018,4/20/2018,TRUE,1,11
1278,2018-02-27T15:23:44Z,TX,1.20E+04,6.00E+03,R,60,36,BiWeekly,641.36,2/27/2018,3/9/2018,TRUE,1,10
74,2018-04-08T14:01:35Z,CA,5.00E+03,5.00E+03,R,12,12,Monthly,235.3,4/8/2018,4/30/2018,FALSE,0,22
398,2018-03-29T17:11:12Z,TX,1.00E+03,500,O,108,6,BiWeekly,642.46,3/29/2018,4/16/2018,TRUE,1,18
202,2018-04-04T19:12:47Z,CA,1.00E+03,1.00E+03,R,12,6,Monthly,117.65,4/4/2018,4/25/2018,FALSE,0,21
1289,2018-02-27T12:55:02Z,CA,1.20E+04,3.00E+03,R,0,6,Weekly,117.65,2/27/2018,3/9/2018,FALSE,0,10
484,2018-03-27T16:36:23Z,CA,1766,883,R,52,9,BiWeekly,300,3/28/2018,4/5/2018,TRUE,1,8
1706,2018-02-12T17:37:00Z,TX,3.00E+03,3.00E+03,R,120,30,Monthly,385.39,2/12/2018,3/1/2018,FALSE,0,17
1854,2018-02-05T23:07:00Z,CA,1500,750,R,30,12,BiWeekly,205.89,2/6/2018,2/23/2018,FALSE,0,17
1496,2018-02-20T11:18:04Z,CA,1586,793,R,60,36,BiWeekly,300,2/20/2018,3/2/2018,FALSE,0,10
754,2018-03-19T14:21:37Z,TX,1.30E+04,6500,R,60,30,BiWeekly,642.05,3/19/2018,4/3/2018,FALSE,0,15
944,2018-03-12T16:49:55Z,CA,3738,1869,R,92,12,BiWeekly,300,3/12/2018,3/30/2018,FALSE,0,18
1770,2018-02-11T10:34:00Z,CA,5280,5280,O,113,36,Monthly,300,2/11/2018,2/23/2018,FALSE,0,12
149,2018-04-05T19:16:43Z,CA,5.00E+03,5.00E+03,R,108,12,Monthly,235.3,4/5/2018,5/4/2018,FALSE,0,29
1930,2018-02-02T16:30:00Z,CA,1600,800,R,72,36,BiWeekly,300,2/2/2018,2/23/2018,TRUE,1,21
964,2018-03-11T18:34:00Z,CA,1928,964,R,178,30,BiWeekly,300,3/12/2018,3/30/2018,TRUE,1,18
1712,2018-02-12T16:48:00Z,CA,9.00E+03,4500,R,12,6,BiWeekly,117.65,2/12/2018,3/2/2018,FALSE,0,18
1124,2018-03-05T12:17:42Z,CA,7.00E+03,3500,R,12,12,BiMonthly,117.65,3/5/2018,3/21/2018,FALSE,0,16
1444,2018-02-21T17:04:49Z,CA,2500,2500,R,108,6,Monthly,117.65,2/21/2018,3/2/2018,FALSE,0,9
1703,2018-02-12T17:59:00Z,CA,3060,1530,R,35,30,BiWeekly,300,2/12/2018,2/22/2018,FALSE,0,10
1487,2018-02-20T13:12:17Z,CA,9.00E+03,4500,R,24,6,BiWeekly,117.65,2/20/2018,3/2/2018,TRUE,1,10
1230,2018-03-01T10:04:45Z,TX,1500,1500,O,12,6,Monthly,643.97,3/1/2018,3/30/2018,FALSE,0,29
61,2018-04-09T08:03:10Z,TX,6500,3250,R,12,6,BiWeekly,642.46,4/9/2018,4/27/2018,FALSE,0,18
685,2018-03-21T13:47:10Z,CA,2864,1432,R,30,36,BiWeekly,300,3/21/2018,3/30/2018,FALSE,0,9
1458,2018-02-21T09:49:05Z,TX,10800,5400,R,60,36,BiWeekly,642.19,2/21/2018,3/9/2018,TRUE,1,16
1048,2018-03-08T09:44:14Z,TX,5.00E+03,5.00E+03,R,120,30,Monthly,643.42,3/8/2018,4/2/2018,TRUE,1,25
1052,2018-03-07T19:36:18Z,CA,1.10E+04,5500,R,48,30,BiWeekly,235.3,3/7/2018,3/16/2018,FALSE,0,9
320,2018-04-02T11:57:09Z,CA,3.00E+03,1500,R,24,24,BiWeekly,235.3,4/2/2018,4/20/2018,FALSE,0,18
1210,2018-03-01T14:42:44Z,TX,1.20E+04,6.00E+03,R,60,36,BiWeekly,641.09,3/1/2018,3/9/2018,TRUE,1,8
113,2018-04-06T20:46:38Z,CA,1.00E+03,500,R,16,15,BiWeekly,300,4/7/2018,4/24/2018,FALSE,0,17
1920,2018-02-03T10:43:00Z,CA,1800,900,R,179,36,Weekly,300,2/5/2018,2/16/2018,FALSE,0,11
35,2018-04-09T13:20:44Z,CA,5.00E+03,2500,R,12,24,BiMonthly,235.3,4/9/2018,4/20/2018,FALSE,0,11
836,2018-03-15T18:42:06Z,CA,6.00E+03,3.00E+03,R,72,30,BiMonthly,235.3,3/16/2018,3/30/2018,FALSE,0,14
242,2018-04-03T19:33:29Z,CA,2600,1300,R,26,6,BiWeekly,300,4/3/2018,4/13/2018,TRUE,1,10
1307,2018-02-26T21:53:04Z,CA,1934,967,R,20,15,BiMonthly,300,2/27/2018,3/9/2018,FALSE,0,10
226,2018-04-04T09:46:42Z,CA,5.00E+03,2500,R,63,36,BiMonthly,300,4/4/2018,4/16/2018,TRUE,1,12
1511,2018-02-19T15:53:09Z,CA,1014,1014,O,30,36,Monthly,300,2/19/2018,3/1/2018,FALSE,0,10
53,2018-04-09T10:59:25Z,TX,5.00E+03,2500,R,24,30,BiWeekly,641.5,4/11/2018,4/20/2018,FALSE,0,9
3,2018-04-09T21:54:27Z,CA,5.00E+03,2500,R,12,6,BiWeekly,117.65,4/10/2018,4/20/2018,FALSE,0,10
1047,2018-03-08T11:04:08Z,TX,1.20E+04,6.00E+03,R,60,36,BiMonthly,641.09,3/8/2018,3/16/2018,TRUE,1,8
504,2018-03-27T10:21:05Z,CA,3.00E+03,1500,R,120,30,BiWeekly,235.3,3/27/2018,4/13/2018,FALSE,0,17
1431,2018-02-22T08:05:39Z,TX,6.00E+03,6.00E+03,R,36,24,Monthly,644.24,2/27/2018,3/25/2018,FALSE,0,26
1884,2018-02-05T13:47:00Z,CA,5.00E+03,2500,R,6,6,BiWeekly,235.3,2/5/2018,2/23/2018,FALSE,0,18
236,2018-04-04T02:22:30Z,CA,4500,4500,R,12,6,Monthly,300,4/4/2018,5/4/2018,FALSE,0,30
702,2018-03-20T17:59:08Z,CA,2.00E+03,1.00E+03,R,12,6,BiWeekly,117.65,3/20/2018,4/6/2018,FALSE,0,17
1611,2018-02-14T16:05:00Z,CA,3.00E+04,1.50E+04,R,88,50,BiWeekly,235.3,2/14/2018,2/23/2018,FALSE,0,9
493,2018-03-27T13:02:19Z,CA,3500,1750,O,12,6,BiWeekly,117.65,3/27/2018,4/5/2018,FALSE,0,9
159,2018-04-05T16:55:47Z,CA,4500,2250,R,60,12,BiWeekly,235.3,4/5/2018,4/13/2018,FALSE,0,8
900,2018-03-14T08:24:57Z,TX,4.00E+03,2.00E+03,R,24,24,BiWeekly,641.23,3/14/2018,3/23/2018,FALSE,0,9
1757,2018-02-12T10:09:00Z,TX,5.00E+03,2500,R,60,12,BiWeekly,321.23,2/12/2018,3/2/2018,FALSE,0,18
533,2018-03-26T13:38:41Z,TX,4100,4100,R,12,6,Monthly,386.54,3/26/2018,4/26/2018,TRUE,1,31
1814,2018-02-08T13:32:00Z,CA,2300,1150,R,151,36,BiWeekly,300,2/8/2018,2/23/2018,FALSE,0,15
286,2018-04-02T19:10:29Z,CA,1600,400,R,13,36,Weekly,294.12,4/2/2018,4/13/2018,FALSE,0,11
1719,2018-02-12T15:46:00Z,CA,4700,2350,O,31,36,BiWeekly,147.06,2/12/2018,3/1/2018,FALSE,0,17
733,2018-03-19T21:15:36Z,CA,3500,3500,O,60,6,Monthly,117.65,3/20/2018,4/5/2018,FALSE,0,16
562,2018-03-25T15:05:06Z,CA,3400,1700,O,26,36,BiWeekly,300,3/25/2018,4/6/2018,TRUE,1,12
693,2018-03-21T09:45:53Z,TX,1.00E+03,1.00E+03,O,12,6,Monthly,641.23,3/21/2018,3/30/2018,FALSE,0,9
1566,2018-02-15T15:23:07Z,CA,4502,2251,R,12,12,BiMonthly,117.65,2/15/2018,2/23/2018,TRUE,1,8
718,2018-03-20T11:39:20Z,CA,3.00E+03,3.00E+03,R,24,5,Monthly,235.3,3/20/2018,4/9/2018,FALSE,0,20
768,2018-03-19T11:33:31Z,TX,1.20E+04,6.00E+03,R,60,60,BiWeekly,641.5,3/19/2018,3/30/2018,TRUE,1,11
1792,2018-02-09T02:34:00Z,CA,2356,2356,R,36,30,Monthly,300,2/9/2018,3/6/2018,TRUE,1,25
957,2018-03-12T12:44:02Z,CA,1994,997,R,48,36,BiWeekly,300,3/12/2018,3/23/2018,FALSE,0,11
192,2018-04-05T10:01:07Z,TX,6500,3250,R,60,30,BiMonthly,641.5,4/5/2018,4/16/2018,FALSE,0,11
429,2018-03-29T06:02:22Z,CA,1080,540,R,131,36,BiWeekly,294.13,3/29/2018,4/13/2018,TRUE,1,15
65,2018-04-08T19:15:54Z,CA,3250,1625,R,24,6,BiWeekly,235.3,4/8/2018,4/23/2018,TRUE,1,15
1042,2018-03-08T12:37:01Z,CA,2650,1325,R,120,36,BiWeekly,300,3/8/2018,3/28/2018,FALSE,0,20
1994,2018-01-31T15:54:00Z,TX,4500,4500,R,24,60,Monthly,643.01,1/31/2018,2/22/2018,TRUE,1,22
1034,2018-03-08T14:08:12Z,TX,1.20E+04,6.00E+03,R,60,36,BiMonthly,641.09,3/8/2018,3/16/2018,FALSE,0,8
98,2018-04-07T14:25:19Z,CA,2500,1250,R,12,12,BiWeekly,235.3,4/11/2018,4/20/2018,FALSE,0,9
94,2018-04-07T15:48:30Z,CA,2.00E+03,2.00E+03,R,48,12,Monthly,235.3,4/8/2018,4/30/2018,FALSE,0,22
1723,2018-02-12T15:32:00Z,CA,660,660,R,50,30,Monthly,205.88,2/12/2018,3/1/2018,FALSE,0,17
993,2018-03-09T18:23:12Z,CA,1500,1500,O,108,6,Monthly,117.65,3/9/2018,4/3/2018,FALSE,0,25
399,2018-03-29T16:43:25Z,CA,1204,602,R,144,36,BiMonthly,300,3/29/2018,4/16/2018,TRUE,1,18
371,2018-03-30T19:33:11Z,CA,600,300,R,13,36,BiWeekly,205.88,3/30/2018,4/18/2018,TRUE,1,19
1417,2018-02-22T13:29:50Z,TX,1.30E+04,6500,R,12,6,BiMonthly,640.95,2/22/2018,3/1/2018,FALSE,0,7
1178,2018-03-02T16:25:20Z,TX,6.00E+03,3.00E+03,R,31,50,BiMonthly,513.97,3/6/2018,3/20/2018,FALSE,0,14
431,2018-03-28T22:02:04Z,CA,4400,2200,R,24,12,BiMonthly,300,3/29/2018,4/13/2018,FALSE,0,15
815,2018-03-16T16:23:27Z,CA,1500,1500,R,60,6,Monthly,117.65,3/16/2018,4/3/2018,TRUE,1,18
433,2018-03-28T20:30:15Z,TX,1760,880,R,15,30,BiWeekly,417.33,3/29/2018,4/13/2018,FALSE,0,15
71,2018-04-08T14:38:41Z,CA,4304,2152,R,2,6,BiMonthly,300,4/8/2018,4/20/2018,FALSE,0,12
452,2018-03-28T12:42:36Z,TX,2400,1200,R,15,15,BiMonthly,256.71,3/28/2018,4/10/2018,FALSE,0,13
855,2018-03-15T10:31:51Z,TX,4500,4500,R,12,31,Monthly,643.97,3/15/2018,4/13/2018,FALSE,0,29
574,2018-03-25T10:48:46Z,CA,6038,6038,R,60,60,Monthly,117.65,3/25/2018,4/25/2018,FALSE,0,31
703,2018-03-20T17:41:43Z,CA,3.00E+03,3.00E+03,R,12,12,Monthly,235.3,3/20/2018,4/9/2018,TRUE,1,20
695,2018-03-20T23:24:23Z,CA,2500,1250,R,12,6,BiWeekly,117.65,3/21/2018,4/10/2018,FALSE,0,20
165,2018-04-05T15:44:08Z,CA,6500,3250,R,60,18,BiWeekly,235.3,4/5/2018,4/20/2018,FALSE,0,15
1245,2018-02-28T14:01:55Z,TX,1548,774,O,365,36,BiMonthly,512.97,2/28/2018,3/9/2018,FALSE,0,9
1676,2018-02-13T13:11:00Z,CA,5200,2600,R,54,62,BiWeekly,235.3,2/13/2018,3/2/2018,FALSE,0,17
1274,2018-02-27T16:12:08Z,CA,4.00E+03,1.00E+03,R,0,6,Weekly,117.65,2/27/2018,3/9/2018,TRUE,1,10
1778,2018-02-10T03:32:00Z,CA,1778,889,R,108,36,BiMonthly,176.47,2/10/2018,2/23/2018,FALSE,0,13
1538,2018-02-16T15:17:14Z,CA,3404,851,R,106,36,Weekly,300,2/16/2018,3/2/2018,FALSE,0,14
213,2018-04-04T16:05:28Z,TX,3500,1750,O,108,6,BiWeekly,641.09,4/4/2018,4/12/2018,FALSE,0,8
1073,2018-03-06T19:05:03Z,CA,3.00E+03,1500,O,12,6,BiWeekly,117.65,3/6/2018,3/20/2018,FALSE,0,14
405,2018-03-29T15:19:02Z,CA,6.00E+03,3.00E+03,R,60,60,BiWeekly,117.65,3/29/2018,4/13/2018,TRUE,1,15
215,2018-04-04T15:53:02Z,TX,3500,3500,R,12,6,Monthly,386.21,4/4/2018,5/1/2018,FALSE,0,27
858,2018-03-15T10:22:50Z,CA,3500,3500,R,120,9,Monthly,294.12,3/15/2018,4/2/2018,TRUE,1,18
777,2018-03-19T09:47:03Z,CA,1556,778,R,23,6,BiWeekly,300,3/19/2018,3/30/2018,TRUE,1,11
1032,2018-03-08T14:18:39Z,CA,3600,1800,R,24,30,BiWeekly,300,3/8/2018,3/29/2018,FALSE,0,21
104,2018-04-07T11:48:28Z,CA,2.00E+03,2.00E+03,R,60,60,Monthly,117.65,4/9/2018,5/3/2018,FALSE,0,24
1015,2018-03-09T02:17:41Z,CA,5800,1450,O,113,36,Weekly,300,3/9/2018,3/21/2018,TRUE,1,12
1554,2018-02-15T17:05:26Z,CA,14150,7075,R,270,14,BiWeekly,235.3,2/15/2018,2/23/2018,TRUE,1,8
1252,2018-02-28T11:55:44Z,TX,1.00E+03,1.00E+03,O,108,6,Monthly,644.24,2/28/2018,3/31/2018,TRUE,1,31
1822,2018-02-08T11:26:00Z,CA,1998,999,R,25,30,BiWeekly,300,2/8/2018,2/16/2018,FALSE,0,8
1644,2018-02-13T19:05:00Z,CA,2012,1006,R,17,30,BiWeekly,300,2/13/2018,3/2/2018,FALSE,0,17
1464,2018-02-21T02:18:33Z,CA,1.00E+04,1.00E+04,O,222,36,Monthly,300,2/21/2018,3/1/2018,FALSE,0,8
1479,2018-02-20T15:16:39Z,TX,10600,5300,R,60,60,BiWeekly,642.32,2/20/2018,3/9/2018,TRUE,1,17
1654,2018-02-13T16:26:00Z,CA,1.00E+04,5.00E+03,O,108,6,BiWeekly,117.65,2/13/2018,2/23/2018,TRUE,1,10
1553,2018-02-15T17:33:28Z,TX,1.20E+04,6.00E+03,R,60,60,BiMonthly,641.09,2/15/2018,2/23/2018,TRUE,1,8
583,2018-03-24T14:26:50Z,CA,2400,1200,O,35,6,BiMonthly,300,3/26/2018,4/6/2018,FALSE,0,11
1137,2018-03-05T07:06:35Z,CA,4500,4500,O,12,6,Monthly,117.65,3/5/2018,3/15/2018,FALSE,0,10
1112,2018-03-05T15:32:05Z,TX,1.30E+04,6500,R,60,18,BiWeekly,641.5,3/5/2018,3/16/2018,FALSE,0,11
152,2018-04-05T18:57:22Z,CA,2650,1325,R,12,36,BiMonthly,300,4/5/2018,4/13/2018,FALSE,0,8
1939,2018-02-01T20:14:00Z,TX,2544,1272,R,70,6,BiWeekly,642.05,2/2/2018,2/16/2018,FALSE,0,14
1018,2018-03-08T19:36:33Z,CA,1.00E+04,2500,O,12,6,Weekly,117.65,3/8/2018,3/21/2018,FALSE,0,13
382,2018-03-30T13:15:15Z,CA,5.00E+03,2500,R,24,24,BiMonthly,235.3,3/30/2018,4/10/2018,FALSE,0,11
1934,2018-02-02T11:30:00Z,CA,1686,843,R,53,30,BiWeekly,300,2/2/2018,2/23/2018,FALSE,0,21
290,2018-04-02T18:37:32Z,CA,2400,1200,R,48,30,BiWeekly,300,4/2/2018,4/13/2018,TRUE,1,11
1457,2018-02-21T10:38:31Z,CA,2.00E+03,1.00E+03,R,98,15,BiWeekly,300,2/21/2018,3/2/2018,FALSE,0,9
598,2018-03-23T18:44:27Z,TX,1206,603,R,127,6,BiWeekly,417.51,3/27/2018,4/13/2018,TRUE,1,17
1714,2018-02-12T16:41:00Z,CA,6.00E+03,1500,R,12,6,Weekly,117.65,2/12/2018,2/26/2018,FALSE,0,14
549,2018-03-26T10:41:49Z,TX,3.00E+03,3.00E+03,R,120,30,Monthly,386.05,3/26/2018,4/20/2018,FALSE,0,25
1292,2018-02-27T12:24:10Z,CA,4500,4500,R,24,24,Monthly,235.3,2/27/2018,3/30/2018,TRUE,1,31
1271,2018-02-27T16:35:43Z,CA,3.00E+03,3.00E+03,R,0,6,Monthly,117.65,2/27/2018,3/30/2018,FALSE,0,31
743,2018-03-19T16:51:48Z,CA,1800,900,R,35,15,BiWeekly,205.88,3/19/2018,3/30/2018,FALSE,0,11
427,2018-03-29T09:49:18Z,TX,5.00E+03,2500,R,36,6,BiMonthly,642.73,3/29/2018,4/18/2018,TRUE,1,20
145,2018-04-06T03:36:51Z,CA,1500,1500,R,12,6,Monthly,117.65,4/6/2018,4/20/2018,TRUE,1,14
469,2018-03-27T23:10:26Z,CA,5.00E+03,5.00E+03,O,108,6,Monthly,117.65,3/28/2018,4/27/2018,FALSE,0,30
492,2018-03-27T13:43:20Z,CA,3.00E+03,1500,R,36,36,BiWeekly,117.65,3/27/2018,4/4/2018,FALSE,0,8
1698,2018-02-12T19:16:00Z,CA,950,950,R,26,30,Monthly,147.06,2/12/2018,3/2/2018,FALSE,0,18
1441,2018-02-21T17:31:00Z,CA,960,480,O,180,30,BiWeekly,294.12,2/21/2018,3/2/2018,FALSE,0,9
1159,2018-03-03T14:51:40Z,CA,8.00E+03,4.00E+03,R,12,12,BiMonthly,235.3,3/3/2018,3/20/2018,TRUE,1,17
1972,2018-01-31T21:41:00Z,CA,1888,944,R,6,36,BiWeekly,300,2/1/2018,2/14/2018,FALSE,0,13
1063,2018-03-07T13:02:59Z,CA,4.00E+03,2.00E+03,R,12,6,BiWeekly,117.65,3/8/2018,3/19/2018,TRUE,1,11
1285,2018-02-27T13:04:04Z,CA,1.00E+04,2500,R,24,6,Weekly,117.65,2/27/2018,3/12/2018,TRUE,1,13
1585,2018-02-15T11:31:49Z,TX,4.00E+03,2.00E+03,R,60,12,BiMonthly,641.09,2/15/2018,2/23/2018,FALSE,0,8
1050,2018-03-08T09:05:47Z,CA,4500,4500,R,12,6,BiMonthly,300,3/8/2018,3/30/2018,TRUE,1,22
1196,2018-03-01T18:56:49Z,CA,2924,731,R,15,36,Weekly,235.3,3/1/2018,3/13/2018,FALSE,0,12
1150,2018-03-04T12:46:48Z,CA,2932,1466,R,36,30,BiWeekly,147.06,3/5/2018,3/16/2018,FALSE,0,11
1530,2018-02-17T13:36:09Z,CA,1500,750,R,222,30,BiMonthly,235.3,2/17/2018,2/28/2018,FALSE,0,11
1426,2018-02-22T11:20:45Z,CA,1.00E+03,1.00E+03,O,48,36,Monthly,300,2/22/2018,3/5/2018,FALSE,0,11
1568,2018-02-15T15:05:32Z,CA,1057,1057,R,219,36,Monthly,300,2/15/2018,3/1/2018,FALSE,0,14
708,2018-03-20T14:50:46Z,CA,3513,3513,R,473,36,Monthly,300,3/20/2018,3/30/2018,FALSE,0,10
1323,2018-02-26T16:09:32Z,CA,3625,3625,R,60,60,Monthly,235.3,2/27/2018,3/29/2018,FALSE,0,30
1391,2018-02-23T11:57:06Z,TX,1.00E+04,5.00E+03,R,24,9,BiWeekly,641.78,2/23/2018,3/8/2018,FALSE,0,13
467,2018-03-27T23:47:19Z,CA,2500,2500,R,12,6,Monthly,117.65,3/28/2018,4/27/2018,FALSE,0,30
998,2018-03-09T16:06:34Z,TX,1500,1500,R,72,6,Monthly,643.42,3/9/2018,4/3/2018,FALSE,0,25
1384,2018-02-23T14:48:49Z,CA,6.00E+03,3.00E+03,R,36,36,BiWeekly,117.65,2/23/2018,3/15/2018,TRUE,1,20
211,2018-04-04T16:23:05Z,CA,352,352,R,348,36,Monthly,117.65,4/4/2018,5/1/2018,FALSE,0,27
326,2018-04-02T11:09:15Z,TX,5.00E+03,2500,O,36,6,BiWeekly,384.9,4/2/2018,4/13/2018,FALSE,0,11
521,2018-03-26T16:35:26Z,CA,5.00E+03,5.00E+03,R,60,6,Monthly,117.65,3/27/2018,4/26/2018,FALSE,0,30
1301,2018-02-27T10:17:26Z,CA,1452,726,R,62,36,BiWeekly,300,2/27/2018,3/16/2018,FALSE,0,17
1437,2018-02-21T18:23:56Z,CA,2016,2016,O,192,36,Monthly,300,2/21/2018,3/1/2018,FALSE,0,8
775,2018-03-19T10:45:35Z,TX,3.00E+03,3.00E+03,R,60,60,Monthly,513.53,3/19/2018,4/2/2018,FALSE,0,14
291,2018-04-02T17:47:22Z,TX,3500,1750,R,72,6,BiWeekly,384.82,4/2/2018,4/12/2018,FALSE,0,10
167,2018-04-05T15:01:25Z,CA,4500,4500,R,12,12,Monthly,235.3,4/5/2018,5/2/2018,FALSE,0,27
1420,2018-02-22T13:17:51Z,CA,6500,6500,R,96,30,Monthly,235.3,2/22/2018,3/25/2018,FALSE,0,31
952,2018-03-12T14:32:25Z,CA,1988,994,R,39,3,BiWeekly,300,3/12/2018,3/23/2018,FALSE,0,11
1534,2018-02-16T21:36:49Z,CA,3600,1800,R,144,9,BiWeekly,235.3,2/17/2018,3/2/2018,FALSE,0,13
263,2018-04-03T12:24:56Z,TX,675,675,O,71,15,Monthly,225.34,4/3/2018,5/1/2018,FALSE,0,28
252,2018-04-03T16:27:28Z,TX,3500,3500,O,12,6,Monthly,642.19,4/3/2018,4/19/2018,TRUE,1,16
687,2018-03-21T12:46:42Z,TX,3806,1903,R,54,42,BiWeekly,256.49,3/21/2018,3/30/2018,FALSE,0,9
